Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
eye_work_v2,followup_survey,,radio,Were the eye problems(not related to normal vision impairment) related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[eye_problems_v2] = '1',,,
ent_v2,followup_survey,,radio,"Problemas con la orejas, la nariz, la boca o la garganta / <font color=""red"">Ear, Nose, Mouth or Throat problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
ent_onset_v2,followup_survey,,text,"Ear, Nose, Mouth or Throat problems-Date of Onset",,,,[ent_v2] = '1',,,
ent_recent_v2,followup_survey,,text,"Ear, Nose, Mouth or Throat problems-Most recent",,,,[ent_v2] = '1',,,
ent_doctor_v2,followup_survey,,radio,"Ear, Nose, Mouth or Throat problems-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[ent_v2] = '1',,,
ent_notes_v2,followup_survey,,notes,"Ear, Nose, Mouth or Throat problems-Notes",,,,[ent_v2] = '1',,,
ent_work_v2,followup_survey,,radio,"Were the ear, nose, mouth or throat problems related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[ent_v2] = '1',,,
heart_v2,followup_survey,,radio,"Problemas cardiovasculares enfermedad card?aca o
 presi?n alta / <font color=""red"">Cardiovascular problems, heart disease or high blood pressure</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
heart_onset_v2,followup_survey,,text,"Cardiovascular problems, heart disease or high blood pressure-Date of Onset",,,,[heart_v2] = '1',,,
heart_doctor_v2,followup_survey,,radio,"Cardiovascular problems, heart disease or high blood pressure-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[heart_v2] = '1',,,
heart_notes_v2,followup_survey,,notes,"Cardiovascular problems, heart disease or high blood pressure-Notes",,,,[heart_v2] = '1',,,
heart_work_v2,followup_survey,,radio,"Were the cardiovascular problems, heart disease or high blood pressure related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[heart_v2] = '1',,,
respiratory_v2,followup_survey,,radio,"Problemas respiratorios
como tos / <font color=""red"">Respiratory problems, like coughing or breathing problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
respi_onset_v2,followup_survey,,text,"Respiratory problems, like coughing or breathing problems-Date of Onset",,,,[respiratory_v2]='1',,,
respi_recent_v2,followup_survey,,text,"Respiratory problems, like coughing or breathing problems-Most recent",,,,[respiratory_v2]='1',,,
respi_doctor_v2,followup_survey,,radio,"Respiratory problems, like coughing or breathing problems-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[respiratory_v2]='1',,,
respi_notes_v2,followup_survey,,notes,"Respiratory problems, like coughing or breathing problems-Notes",,,,[respiratory_v2]='1',,,
respi_work_v2,followup_survey,,radio,"Were the respiratory problems, like coughing or breathing problems related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[respiratory_v2]='1',,,
gi_v2,followup_survey,,radio,"Problemas gastrointestinales como malestar est?mago o diarrea / <font color=""red"">Gastrointestinal problems like upset stomachs or diarrhea</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
gi_onset_v2,followup_survey,,text,Gastrointestinal problems like upset stomachs or diarrhea-Date of Onset,,,,[gi_v2]='1',,,
gi_recent_v2,followup_survey,,text,Gastrointestinal problems like upset stomachs or diarrhea-Most recent,,,,[gi_v2]='1',,,
gi_doctor_v2,followup_survey,,radio,Gastrointestinal problems like upset stomachs or diarrhea-See a doctor,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[gi_v2]='1',,,
gi_notes_v2,followup_survey,,notes,Gastrointestinal problems like upset stomachs or diarrhea-Notes,,,,[gi_v2]='1',,,
gi_work_v2,followup_survey,,radio,Are the gastrointestinal problems like upset stomach or diarrhea related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[gi_v2]='1',,,
genitalurinary_v2,followup_survey,,radio,"Problemas de salud genital, urinaria o reproductiva / <font color=""red"">Genital, urinary, or reproductive health issues</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
genit_onset_v2,followup_survey,,text,"Genital, urinary, or reproductive health issues-Date of Onset",,,,[genitalurinary_v2]='1',,,
genit_recent_v2,followup_survey,,text,"Genital, urinary, or reproductive health issues-Most recent",,,,[genitalurinary_v2]='1',,,
genit_doctor_v2,followup_survey,,radio,"Genital, urinary, or reproductive health issues-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[genitalurinary_v2]='1',,,
genit_notes_v2,followup_survey,,notes,"Genital, urinary, or reproductive health issues-Notes",,,,[genitalurinary_v2]='1',,,
genit_work_v2,followup_survey,,radio,"Were the genital, urinary, or reproductive health issues related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[genitalurinary_v2]='1',,,
muscles_v2,followup_survey,,radio,"Problemas musculoesquel?ticos como debilidad muscular o artritis / <font color=""red"">Musculoskeletal problems like muscle weakness or arthritis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
muscles_onset_v2,followup_survey,,text,Musculoskeletal problems like muscle weakness or arthritis-Date of Onset,,,,[muscles_v2]='1',,,
muscles_recent_v2,followup_survey,,text,Musculoskeletal problems like muscle weakness or arthritis-Most recent,,,,[muscles_v2]='1',,,
muscles_doctor_v2,followup_survey,,radio,Musculoskeletal problems like muscle weakness or arthritis-See a doctor,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[muscles_v2]='1',,,
muscles_notes_v2,followup_survey,,notes,Musculoskeletal problems like muscle weakness or arthritis-Notes,,,,[muscles_v2]='1',,,
muscles_work_v2,followup_survey,,radio,Were the musculoskeletal problems like muscle weakness or arthritis related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[muscles_v2]='1',,,
skin_problem_v2,followup_survey,,radio,"Problemas en la piel como erupciones cut?neas, irritaci?n, picaz?n / <font color=""red"">Skin problems like rashes, irritation, itching</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
skin_onset_v2,followup_survey,,text,"Skin problems like rashes, irritation, itching-Date of Onset",,,,[skin_problem_v2]='1',,,
skin_recent_v2,followup_survey,,text,"Skin problems like rashes, irritation, itching-Most recent",,,,[skin_problem_v2]='1',,,
skin_doctor_v2,followup_survey,,radio,"Skin problems like rashes, irritation, itching-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[skin_problem_v2]='1',,,
skin_notes_v2,followup_survey,,notes,"Skin problems like rashes, irritation, itching-Notes",,,,[skin_problem_v2]='1',,,
skin_work_v2,followup_survey,,radio,"Were the skin problems like rashes, irritation, or itching related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[skin_problem_v2]='1',,,
neurological_v2,followup_survey,,radio,"Problemas neurol?gicos como dolores de cabeza, convulsiones / <font color=""red"">Neurological problems like headaches, seizures</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
neuro_onset_v2,followup_survey,,text,"Neurological problems like headaches, seizures-Date of Onset",,,,[neurological_v2]='1',,,
neuro_recent_v2,followup_survey,,text,"Neurological problems like headaches, seizures-Most recent",,,,[neurological_v2]='1',,,
neuro_doctor_v2,followup_survey,,radio,"Neurological problems like headaches, seizures-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[neurological_v2]='1',,,
neuro_notes_v2,followup_survey,,notes,"Neurological problems like headaches, seizures-Notes",,,,[neurological_v2]='1',,,
psychiatric_v2,followup_survey,,radio,"Problemas psiqui?tricos, como depresi?n, ansiedad / <font color=""red"">Psychiatric problems, like depression, anxiety</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
psych_onset_v2,followup_survey,,text,"Psychiatric problems, like depression, anxiety-Date of Onset",,,,[psychiatric_v2]='1',,,
psych_recent_v2,followup_survey,,text,"Psychiatric problems, like depression, anxiety-Most recent",,,,[psychiatric_v2]='1',,,
psych_doctor_v2,followup_survey,,radio,"Psychiatric problems, like depression, anxiety-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[psychiatric_v2]='1',,,
psych_notes_v2,followup_survey,,notes,"Psychiatric problems, like depression, anxiety-Notes",,,,[psychiatric_v2]='1',,,
psych_work_v2,followup_survey,,radio,Were the psychiatric problems like depression or anxiety related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[psychiatric_v2]='1',,,
endocrine_v2,followup_survey,,radio,"Problemas endocrinos como tiroides o diabetes / <font color=""red"">Endocrine problems like thyroid, or diabetes</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
endocrine_onset_v2,followup_survey,,text,"Endocrine problems like thyroid, or diabetes-Date of Onset",,,,[endocrine_v2]='1',,,
endocrine_doctor_v2,followup_survey,,radio,"Endocrine problems like thyroid, or diabetes-See a doctor","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[endocrine_v2]='1',,,
endocrine_notes_v2,followup_survey,,notes,"Endocrine problems like thyroid, or diabetes-Notes",,,,[endocrine_v2]='1',,,
endocrine_work_v2,followup_survey,,radio,Were the psychiatric problems like depression or anxiety related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[endocrine_v2]='1',,,
blood_v2,followup_survey,,radio,"Problemas de sangre o linf?ticos / <font color=""red"">Blood or lymphatic problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
blood_onset_v2,followup_survey,,text,Blood or lymphatic problems-Date of Onset,,,,[blood_v2]='1',,,
blood_doctor_v2,followup_survey,,radio,Blood or lymphatic problems-See a doctor,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[blood_v2]='1',,,
blood_notes_v2,followup_survey,,notes,Blood or lymphatic problems-Notes,,,,[blood_v2]='1',,,
blood_work_v2,followup_survey,,radio,Were the blood or lymphatic problems related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[blood_v2]='1',,,
allergies_v2,followup_survey,,radio,"S?ntomas de alergia o Problemas Inmune / <font color=""red"">Allergies or immune problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
allergies_onset_v2,followup_survey,,text,Allergies or immune problems -Date of Onset,,,,[allergies_v2]='1',,,
allergies_recent_v2,followup_survey,,text,Allergies or immune problems -Most recent,,,,[allergies_v2]='1',,,
allergies_doctor_v2,followup_survey,,radio,Allergies or immune problems -See a doctor,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[allergies_v2]='1',,,
allergies_notes_v2,followup_survey,,notes,Allergies or immune problems -Notes,,,,[allergies_v2]='1',,,
allergies_work_v2,followup_survey,,radio,Were the allergies or immune problems related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[allergies_v2]='1',,,
immunity_v2,followup_survey,,radio,"Cualquiera de los siguientes factores que afectan a la inmunidad: VIH / SIDA, inmunodeficiencia combinada grave, inmunodeficiencia variable com?n, c?ncer, paciente trasplantado, enfermedades cong?nitas que afectan la inmunidad / <font color=""red"">Any of the following affecting immunity: HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
immunity_diagnosis_v2,followup_survey,,text,"Date of diagnosis for any of the following affecting immunity HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity?",,,,[immunity_v2]='1',,,
immunity_doctor_v2,followup_survey,,radio,"Did you see a doctor for any of the following affecting immunity HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[immunity_v2]='1',,,
immunity_notes_v2,followup_survey,,notes,"Notes on any of the following affecting immunity: HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity.",,,,[immunity_v2]='1',,,
immunity_work_v2,followup_survey,,radio,"Were any of the following affecting immunity (HIV/AIDS, severe combined immunodeficiency, common variable immunodeficiency, cancer, transplant patient, congenital diseases affecting immunity) related to your work?","1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[immunity_v2]='1',,,
asthma_v2,followup_survey,"Ahora voy a leer una lista de art?culos, y por favor, det?ngame si desde la ?ltima vez que hablamos ha sido DIAGNOSTICO con las siguientes condiciones de salud? / <font color=""red"">I am now going to read a list of items, and please stop me if since the last time we spoke [3,6,12 months] you have been DIAGNOSED with the following health conditions?</font>",radio,"Asma / <font color=""red"">Asthma</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
asthma_date_v2,followup_survey,,text,Asthma-Date of Diagnosis,,,,[asthma_v2]='1',,,
asthma_recent_v2,followup_survey,,text,Asthma-Most recent,,,,[asthma_v2]='1',,,
asthma_notes_v2,followup_survey,,notes,Asthma-Notes,,,,[asthma_v2]='1',,,
asthma_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[asthma_v2]='1',,,
bronch_asthma_v2,followup_survey,,radio,"Asma bronquia / <font color=""red"">Bronchial Asthma</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
bronch_asthma_date_v2,followup_survey,,text,Bronchial Asthma-Date of Diagnosis,,,,[bronch_asthma_v2]='1',,,
bronch_asthma_recent_v2,followup_survey,,text,Bronchial Asthma-Most recent,,,,[bronch_asthma_v2]='1',,,
bronch_asthma_notes_v2,followup_survey,,notes,Bronchial Asthma - Notes,,,,[bronch_asthma_v2]='1',,,
bronch_asthma_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[bronch_asthma_v2]='1',,,
bronchitis_v2,followup_survey,,radio,"Bronquitis / <font color=""red"">Bronchitis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
bronchitis_date_v2,followup_survey,,text,Bronchitis-Date of Diagnosis,,,,[bronchitis_v2]='1',,,
bronchitis_recent_v2,followup_survey,,text,Bronchitis-Most recent,,,,[bronchitis_v2]='1',,,
bronchitis_notes_v2,followup_survey,,notes,Bronchitis-Notes,,,,[bronchitis_v2]='1',,,
bronchitis_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[bronchitis_v2]='1',,,
pneumonia_v2,followup_survey,,radio,"Neumon?a / <font color=""red"">Pneumonia</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
pneumonia_date_v2,followup_survey,,text,pneumonia-Date of Diagnosis,,,,[pneumonia_v2]='1',,,
pneumonia_recent_v2,followup_survey,,text,pneumonia-Most recent,,,,[pneumonia_v2]='1',,,
pneumonia_notes_v2,followup_survey,,notes,pneumonia-Notes,,,,[pneumonia_v2]='1',,,
pneumonia_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[pneumonia_v2]='1',,,
pleurisy_v2,followup_survey,,radio,"Pleures?a / <font color=""red"">Pleurisy</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
pleurisy_date_v2,followup_survey,,text,pleurisy-Date of Diagnosis,,,,[pleurisy_v2]='1',,,
pleurisy_recent_v2,followup_survey,,text,pleurisy-Most recent,,,,[pleurisy_v2]='1',,,
pleurisy_notes_v2,followup_survey,,notes,pleurisy-Notes,,,,[pleurisy_v2]='1',,,
pleurisy_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[pleurisy_v2]='1',,,
parasites_v2,followup_survey,,radio," Par?sitos, anquilostoma / <font color=""red"">Parasites</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
parasites_date_v2,followup_survey,,text,parasites-Date of Diagnosis,,,,[parasites_v2]='1',,,
parasites_recent_v2,followup_survey,,text,parasites-Most recent,,,,[parasites_v2]='1',,,
parasites_notes_v2,followup_survey,,notes,parasites-Notes,,,,[parasites_v2]='1',,,
parasites_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[parasites_v2]='1',,,
tb_v2,followup_survey,,radio,"Tuberculosis / <font color=""red"">Tuberculosis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
tb_date_v2,followup_survey,,text,tb-Date of Diagnosis,,,,[tb_v2]='1',,,
tb_recent_v2,followup_survey,,text,tb-Most recent,,,,[tb_v2]='1',,,
tb_notes_v2,followup_survey,,notes,tb-Notes,,,,[tb_v2]='1',,,
tb_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[tb_v2]='1',,,
eczema_v2,followup_survey,,radio,"Eccema / <font color=""red"">Eczema</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
eczema_date_v2,followup_survey,,text,eczema-Date of Diagnosis,,,,[eczema_v2]='1',,,
eczema_recent_v2,followup_survey,,text,eczema-Most recent,,,,[eczema_v2]='1',,,
eczema_notes_v2,followup_survey,,notes,eczema-Notes,,,,[eczema_v2]='1',,,
eczema_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[eczema_v2]='1',,,
dermatitis_v2,followup_survey,,radio,"Dermatitis / <font color=""red"">Dermatitis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
dermatitis_date_v2,followup_survey,,text,dermatitis-Date of Diagnosis,,,,[dermatitis_v2]='1',,,
dermatitis_recent_v2,followup_survey,,text,dermatitis-Most recent,,,,[dermatitis_v2]='1',,,
dermatitis_notes_v2,followup_survey,,notes,dermatitis-Notes,,,,[dermatitis_v2]='1',,,
dermatitis_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[dermatitis_v2]='1',,,
pneumoco_v2,followup_survey,,radio,"Neumoconiosis / <font color=""red"">Pneumoconiosis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
pneumoco_date_v2,followup_survey,,text,pneumoco-Date of Diagnosis,,,,[pneumoco_v2]='1',,,
pneumoco_recent_v2,followup_survey,,text,pneumoco-Most recent,,,,[pneumoco_v2]='1',,,
pneumoco_notes_v2,followup_survey,,notes,pneumoco-Notes,,,,[pneumoco_v2]='1',,,
pneumoco_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[pneumoco_v2]='1',,,
diabetes_v2,followup_survey,,radio,"Tiroides o diabetes / <font color=""red"">Diabetes</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
diabetes_date_v2,followup_survey,,text,Diabetes-Date of Diagnosis,,,,[diabetes_v2]='1',,,
diabetes_recent_v2,followup_survey,,text,Diabetes-Most recent,,,,[diabetes_v2]='1',,,
diabetes_notes_v2,followup_survey,,notes,Diabetes-Notes,,,,[diabetes_v2]='1',,,
diabetes_work_v2,followup_survey,,radio,Do you believe it was related to your work?,"1, Si / <font color=""red"">Yes</font>|2, No / <font color=""red""> No</font>|77,No s?/No estoy seguro / <font color=""red""> Refused</font>|99, No quiero contester//<font color=""red"">Unsure</font>",,,[diabetes_v2]='1',,,
flu_v2,followup_survey,,radio,"Gripa / <font color=""red"">Flu</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
flu_date_v2,followup_survey,,text,flu-Date of Diagnosis,,,,[flu_v2]='1',,,
flu_recent_v2,followup_survey,,text,flu-Most recent,,,,[flu_v2]='1',,,
flu_notes_v2,followup_survey,,notes,flu-Notes,,,,[flu_v2]='1',,,
